Id,PID,SalePrice,MS SubClass_20,MS SubClass_30,MS SubClass_40,MS SubClass_45,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_75,MS SubClass_80,MS SubClass_85,MS SubClass_90,MS SubClass_150,MS SubClass_160,MS SubClass_180,MS SubClass_190,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Lot Frontage,Lot Area,Lot Area > 30k,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,IsNotLevelContour,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Land Slope_Mod,Land Slope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,IsNotNormalCondition1,IsNotNormalCondition2,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Overall Qual,Overall Cond,Age At Sale,Years Since Remod/Add,IsHipRoof,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 1st_OtherExt,DiffExt2,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Mas Vnr Type_None,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Exter Cond_Fa,Exter Cond_Gd,Exter Cond_Po,Exter Cond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Bsmt Qual_Gd,Bsmt Qual_TA,Bsmt Qual_FairPoor,Bsmt Qual_No Basement,HasAvGdBsmtExposure,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,BsmtFin Type 1_No Basement,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,Central Air,NotStdElectrical,1st Flr SF,1st Flr SF > 3000,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,HasBsmtFullBath,HasBsmtHalfBath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual_Gd,Kitchen Qual_TA,Kitchen Qual_Fa,TotRms AbvGrd,IsNotTypFunctional,HasFireplace,HasExGdFireplace,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_CarPort,Garage Type_Detchd,Garage Type_NoGarage,Garage Blt After House,Garage Finish_NoGarage,Garage Finish_RFn,Garage Finish_Unf,Garage Cars,Garage Area,IsNotPavedDrive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,HasFence,Misc Val,Mo Sold,Yr Sold,Sale Type_CWD,Sale Type_Con,Sale Type_ConLD,Sale Type_ConLI,Sale Type_ConLw,Sale Type_New,Sale Type_Oth,Sale Type_WD ,Unique Old Houses,log_lot_area,pred_lot_frontage,log_lot_frontage,log_lot_frontage_all,Log Sale Price,Log 1st Flr SF,Log Gr Liv Area,Log Lot Area,Log Lot Frontage,Quality * Age,Log Lot Area * Log 1st Flr SF,Garage Cars * Garage Area,Log Gr Liv Area * Log Lot Area,Log Gr Liv Area * Full Bath,Pool Area * Lot Lot Area,Age At Sale * Years Since Remod,Log Gr Liv Area ^ 2,Log Gr Liv Area ^ 3,Quality ^ 2,Quality ^ 3
1225,534477080,119000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80.0,9600,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,58,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,280.0,752.0,1032.0,0,0,0,1,1,1,1032.0,0,220.0,0.0,1252.0,0,0,1,0,3,1,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,288.0,0,0.0,0.0,96,0,0,0.0,0,0,4,2008,0,0,0,0,0,0,0,1,0,9.169518377455928,69.30114567778986,4.382026634673881,4.382026634673881,11.686878772093667,6.939253946041508,7.132497551660044,9.169518377455928,4.382026634673881,348,63.629616584061175,288.0,65.40156737710618,7.132497551660044,0.0,3364,50.87252132443652,362.84813379331683,36,216
685,535453200,132500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0,7931,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,50,50,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1148.0,0.0,1148.0,0,0,0,1,1,0,1148.0,0,0.0,0.0,1148.0,1,0,1,0,3,1,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,672.0,0,0.0,0.0,0,0,0,0.0,1,0,7,2009,0,0,0,0,0,0,0,1,0,8.97853441008332,62.0656118832207,4.248495242049359,4.248495242049359,11.794337924408413,7.045776576879511,7.045776576879511,8.97853441008332,4.248495242049359,250,63.260747441271754,672.0,63.260747441271754,7.045776576879511,0.0,2500,49.64296757130396,349.7732581206826,25,125
1358,903427090,161000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.0988738591965,5100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,7,83,12,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,588.0,588.0,1,0,0,0,1,0,833.0,0,833.0,0.0,1666.0,0,0,1,0,3,1,1,0,0,7,0,1,1,0,0,0,0,1,0,0,0,0,1,1.0,228.0,0,192.0,63.0,0,0,0,0.0,1,0,6,2008,0,0,0,0,0,0,0,1,0,8.536995818712418,48.0988738591965,,3.8732587643469216,11.9891596439666,6.725033642166843,7.418180822726788,8.536995818712418,3.8732587643469216,664,57.41158408387868,228.0,63.32897866607123,7.418180822726788,0.0,996,55.02940671867148,408.2180896064814,64,512
1461,907255030,274000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44.5947053345921,9720,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,5,7,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1194.0,163.0,1357.0,0,0,0,0,1,0,1366.0,0,581.0,0.0,1947.0,1,0,2,1,3,1,1,0,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,725.0,0,168.0,116.0,0,0,0,0.0,0,0,1,2008,0,0,0,0,0,0,0,1,0,9.181940897454485,44.5947053345921,,3.7976151375078686,12.520883385370206,7.2196420401307355,7.5740450053721995,9.181940897454485,3.7976151375078686,63,66.29032651325814,2175.0,69.54443359398788,15.148090010744399,0.0,42,57.36615774340356,434.4938605338195,81,729
221,905104210,125000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0,8521,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,43,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,842.0,70.0,912.0,0,0,0,1,1,0,912.0,0,0.0,0.0,912.0,0,0,1,0,3,1,0,1,0,5,0,1,0,0,0,0,0,1,0,1,0,0,1,1.0,336.0,0,0.0,0.0,0,0,0,0.0,1,0,5,2010,0,0,0,0,0,0,0,1,0,9.050288983827956,56.66552295320292,4.248495242049359,4.248495242049359,11.736069016284437,6.815639990074331,6.815639990074331,9.050288983827956,4.248495242049359,215,61.683511519907,336.0,61.683511519907,6.815639990074331,0.0,1849,46.45294847430043,316.6065732783044,25,125
2187,908225310,98500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52.0,8741,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,6,61,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1195.0,1195.0,0,0,0,1,0,0,1195.0,0,0.0,0.0,1195.0,0,0,2,0,4,2,0,1,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,1,118.0,0.0,0,0,0,0.0,1,0,7,2007,0,0,0,0,0,0,0,1,0,9.075779878580487,65.65010355469386,3.9512437185814275,3.9512437185814275,11.49781182716018,7.085901464365611,7.085901464365611,9.075779878580487,3.9512437185814275,305,64.31008193189342,0.0,64.31008193189342,14.171802928731221,0.0,3477,50.209999562698705,355.7831094271234,25,125
2504,533128090,262000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.0,12461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,12,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1456.0,168.0,1624.0,0,0,0,0,1,0,1624.0,0,0.0,0.0,1624.0,1,0,2,0,2,1,1,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,3.0,757.0,0,0.0,114.0,192,0,0,0.0,1,0,7,2006,0,0,0,0,0,0,0,1,0,9.430359045942868,93.00892775825973,4.48863636973214,4.48863636973214,12.476099782743233,7.392647520721623,7.392647520721623,9.430359045942868,4.48863636973214,96,69.71532042050428,2271.0,69.71532042050428,14.785295041443247,0.0,132,54.651237365631566,404.0173344154051,64,512
855,907201280,134900.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76.0,6950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,7,30,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,710.0,132.0,914.0,0,0,0,1,1,0,914.0,0,0.0,0.0,914.0,1,0,1,0,2,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,444.0,0,0.0,0.0,0,0,0,0.0,0,0,10,2009,0,0,0,0,0,0,0,1,0,8.846496938558838,57.509891240434456,4.330733340286331,4.330733340286331,11.812289042195847,6.81783057145415,6.81783057145415,8.846496938558838,4.330733340286331,150,60.313917277981986,888.0,60.313917277981986,6.81783057145415,0.0,900,46.482813701054816,316.91194829825935,25,125
2258,916326040,170000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115.0,16905,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,48,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,967.0,383.0,1350.0,0,1,0,0,1,0,1328.0,0,0.0,0.0,1328.0,0,1,1,1,2,1,0,1,0,5,0,1,1,1,0,0,0,0,0,0,0,1,0,1.0,308.0,1,0.0,104.0,0,0,0,0.0,0,0,7,2007,0,0,0,0,0,0,0,1,0,9.735364715141987,96.07863137115999,4.74493212836325,4.74493212836325,12.043553716032399,7.191429330036379,7.191429330036379,9.735364715141987,4.74493212836325,240,70.01118735107335,308.0,70.01118735107335,7.191429330036379,0.0,2304,51.71665580890748,371.91667543557355,25,125
2205,909254100,135000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53.0,7155,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,81,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,686.0,686.0,0,0,0,1,1,0,686.0,0,775.0,0.0,1461.0,0,0,1,0,3,1,0,1,0,6,0,1,1,0,0,0,0,1,0,0,0,0,1,1.0,225.0,1,0.0,0.0,116,0,0,0.0,1,0,7,2007,0,0,0,0,0,0,0,1,0,8.875566691990551,58.48329171306434,3.970291913552122,3.970291913552122,11.813030057420567,6.530877627725885,7.2868764117507,8.875566691990551,3.970291913552122,486,57.96523994211013,225.0,64.67515756878613,7.2868764117507,0.0,1296,53.09856784012875,386.9227014919785,36,216
1158,533125080,290000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67.64018701677135,9205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,18,17,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,704.0,226.0,930.0,0,0,0,0,1,0,1364.0,0,1319.0,0.0,2683.0,1,0,2,1,4,1,1,0,0,9,0,1,1,1,0,0,0,0,0,0,0,1,0,2.0,473.0,0,237.0,251.0,0,0,196,0.0,0,0,6,2008,0,0,0,0,0,0,0,1,0,9.127502093667179,67.64018701677135,,4.214202288910817,12.577636201962656,7.218176838403408,7.894690850425624,9.127502093667179,4.214202288910817,108,65.88392420498704,946.0,72.058807266115,15.789381700851248,0.0,306,62.32614362379406,492.0456358090803,36,216
1741,528222090,173500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64.0,7697,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1246.0,1246.0,0,0,0,0,1,0,1258.0,0,0.0,0.0,1258.0,0,0,2,0,3,1,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,462.0,0,0.0,0.0,0,0,0,0.0,0,0,8,2007,0,0,0,0,0,1,0,0,0,8.948585921534317,61.0016293769681,4.1588830833596715,4.1588830833596715,12.063932878369052,7.1372784372603855,7.1372784372603855,8.948585921534317,4.1588830833596715,0,63.868549341738735,924.0,63.868549341738735,14.274556874520771,0.0,0,50.94074349098205,363.57827009619854,49,343
2735,905426100,225000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.0,7800,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,58,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,603.0,293.0,896.0,0,0,0,0,1,0,1112.0,0,896.0,0.0,2008.0,1,0,3,0,3,1,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,230.0,0,103.0,0.0,0,0,0,0.0,0,0,8,2006,0,0,0,0,0,0,0,1,0,8.961879012677683,61.47162416245684,4.356708826689592,4.356708826689592,12.323855681186558,7.013915474810528,7.60489448081162,8.961879012677683,4.356708826689592,290,62.85786189039969,230.0,68.154144241214,22.81468344243486,0.0,232,57.83442006427904,439.8246619477764,25,125
1888,534278150,140500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,55.85848243498213,14357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,46,46,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,311.0,386.0,864.0,0,0,0,1,1,0,1187.0,0,0.0,0.0,1187.0,1,0,1,0,2,1,0,1,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,2.0,440.0,0,128.0,0.0,0,0,0,0.0,0,0,8,2007,1,0,0,0,0,0,0,0,0,9.571992907127694,55.85848243498213,,4.02282139285444,11.852962767755937,7.079184394609668,7.079184394609668,9.571992907127694,4.02282139285444,230,67.7619028134528,880.0,67.7619028134528,7.079184394609668,0.0,2116,50.114851692885054,354.7722760424498,25,125
2121,907125120,126000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65.0,8775,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,495.0,495.0,990.0,0,1,0,0,1,0,990.0,0,0.0,0.0,990.0,0,0,1,0,3,1,0,1,0,5,0,0,0,1,0,0,0,0,0,1,0,0,1,1.0,299.0,0,0.0,64.0,0,0,0,0.0,0,0,4,2007,0,0,0,0,0,0,0,1,0,9.079662048334066,65.79742117198643,4.174387269895637,4.174387269895637,11.744037185933616,6.897704943128636,6.897704943128636,9.079662048334066,4.174387269895637,65,62.628829792731366,299.0,62.628829792731366,6.897704943128636,0.0,169,47.57833348246122,328.1813060477954,25,125
1176,533236060,170000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,24.0,2645,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,5,9,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,612.0,348.0,960.0,0,0,0,0,1,0,962.0,0,624.0,0.0,1586.0,1,0,2,1,3,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,480.0,0,169.0,0.0,0,0,0,0.0,0,0,12,2008,0,0,0,0,0,0,0,1,0,7.8804263442924,32.92301653865706,3.1780538303479458,3.1780538303479458,12.043553716032399,6.8690144506657065,7.368970402194793,7.8804263442924,3.1780538303479458,72,54.13076243635122,960.0,58.07062848776681,14.737940804389586,0.0,81,54.30172478842289,400.1478027540156,64,512
2773,907135230,156000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43.0,13568,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,716.0,274.0,990.0,0,0,0,0,1,0,990.0,0,0.0,0.0,990.0,0,1,1,0,3,1,0,1,0,5,0,0,0,1,0,0,0,0,0,1,0,0,1,2.0,576.0,0,224.0,0.0,0,0,0,0.0,0,0,7,2006,0,0,0,0,0,0,0,1,0,9.515469358031684,44.037388413087065,3.7612001156935624,3.7612001156935624,11.957611286231675,6.897704943128636,6.897704943128636,9.515469358031684,3.7612001156935624,55,65.63490002708421,1152.0,65.63490002708421,6.897704943128636,0.0,121,47.57833348246122,328.1813060477954,25,125
2619,535426195,207500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47.0,16321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,49,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1277.0,207.0,1484.0,0,0,0,1,1,0,1600.0,0,0.0,0.0,1600.0,1,0,1,0,2,1,0,1,0,6,0,1,1,1,0,0,0,0,0,0,0,1,0,1.0,319.0,0,288.0,258.0,0,0,0,0.0,0,0,12,2006,0,0,0,0,0,0,0,1,0,9.700207901150696,60.150485701460134,3.8501476017100584,3.8501476017100584,12.24288661865289,7.3777589082278725,7.3777589082278725,9.700207901150696,3.8501476017100584,245,71.56579525437694,319.0,71.56579525437694,7.3777589082278725,0.0,441,54.43132650793573,401.58120403058274,25,125
1796,528458080,255000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.0,8640,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,350.0,546.0,896.0,0,0,0,0,1,0,896.0,0,896.0,0.0,1792.0,0,0,2,1,3,1,1,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,590.0,0,184.0,96.0,0,0,0,0.0,0,0,11,2007,0,0,0,0,0,1,0,0,0,9.064157861798101,65.21104894294037,4.276666119016055,4.276666119016055,12.449018824140563,6.79794041297493,7.491087593534876,9.064157861798101,4.276666119016055,0,61.61760503830175,1180.0,67.90040050435736,14.982175187069751,0.0,0,56.11639333401214,420.3728178983415,64,512
1598,923225370,94900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21.0,1596,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,6,35,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,437.0,25.0,462.0,0,0,0,1,1,0,526.0,0,462.0,0.0,988.0,1,0,1,0,1,1,0,1,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1.0,297.0,0,0.0,101.0,0,120,0,0.0,1,0,7,2008,0,0,0,0,0,0,0,1,0,7.3752557780097545,24.59391806028856,3.044522437723423,3.044522437723423,11.460578984598019,6.26530121273771,6.895682697747868,7.3752557780097545,3.044522437723423,140,46.20819897021532,297.0,50.857423659886855,6.895682697747868,0.0,1225,47.55043986801932,327.8927454682012,16,64
1965,535453150,140000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.0,7315,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,49,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,625.0,545.0,1170.0,0,0,0,1,1,0,1170.0,0,0.0,0.0,1170.0,0,1,1,0,3,1,0,1,0,6,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0,338.0,0,0.0,0.0,0,0,225,0.0,0,0,3,2007,0,0,0,0,0,0,0,1,0,8.897682313454224,59.23485332783136,4.248495242049359,4.248495242049359,11.84939770159144,7.064759027791802,7.064759027791802,8.897682313454224,4.248495242049359,245,62.859981450399175,338.0,62.859981450399175,7.064759027791802,0.0,2401,49.91082012076577,352.60791703267273,25,125
2651,902134060,96900.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.0,7614,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,101,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,738.0,738.0,0,1,0,0,1,1,714.0,0,662.0,0.0,1376.0,0,0,1,0,2,1,0,1,0,7,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,216.0,1,0.0,0.0,104,0,225,0.0,0,0,3,2006,0,0,0,0,0,0,0,1,0,8.937743936942443,60.6209585971474,3.7376696182833684,3.7376696182833684,11.481434797878858,6.570882962339584,7.226936018493289,8.937743936942443,3.7376696182833684,303,58.72886935700902,216.0,64.59250358195935,7.226936018493289,0.0,5656,52.228604215395634,377.4527809998731,9,27
